# x-position [um], Intensity [W/cm^2], z-position[mm]
3.400000000000000000e+01,1.021210577429860535e+02,-9.000000000000000000e+00
3.500000000000000000e+01,1.085845291805724173e+02,-9.000000000000000000e+00
3.600000000000000000e+01,1.109697140361586634e+02,-9.000000000000000000e+00
3.700000000000000000e+01,1.137304488185338016e+02,-9.000000000000000000e+00
3.800000000000000000e+01,1.147863223486409936e+02,-9.000000000000000000e+00
3.900000000000000000e+01,1.086927291643805518e+02,-9.000000000000000000e+00
4.000000000000000000e+01,1.130161365638378470e+02,-9.000000000000000000e+00
4.100000000000000000e+01,1.131464546655536623e+02,-9.000000000000000000e+00
4.200000000000000000e+01,1.121608870731654548e+02,-9.000000000000000000e+00
4.300000000000000000e+01,1.154396048550460137e+02,-9.000000000000000000e+00
4.400000000000000000e+01,1.093595702107889167e+02,-9.000000000000000000e+00
4.500000000000000000e+01,1.205390777542659180e+02,-9.000000000000000000e+00
4.600000000000000000e+01,1.167984626589118022e+02,-9.000000000000000000e+00
4.700000000000000000e+01,1.095036936154690181e+02,-9.000000000000000000e+00
4.800000000000000000e+01,1.112106364926688258e+02,-9.000000000000000000e+00
4.900000000000000000e+01,1.147800034259798991e+02,-9.000000000000000000e+00
5.000000000000000000e+01,1.107002887251549623e+02,-9.000000000000000000e+00
5.100000000000000000e+01,1.042130611418329948e+02,-9.000000000000000000e+00
5.200000000000000000e+01,9.960642464361110626e+01,-9.000000000000000000e+00
5.300000000000000000e+01,9.869979236033098857e+01,-9.000000000000000000e+00
5.400000000000000000e+01,9.747845355151466151e+01,-9.000000000000000000e+00
5.500000000000000000e+01,9.201076819462294054e+01,-9.000000000000000000e+00
5.600000000000000000e+01,8.922099772194661682e+01,-9.000000000000000000e+00
5.700000000000000000e+01,8.577431140910212548e+01,-9.000000000000000000e+00
5.800000000000000000e+01,7.922692113131246572e+01,-9.000000000000000000e+00
5.900000000000000000e+01,7.794929623954449482e+01,-9.000000000000000000e+00
6.000000000000000000e+01,7.506593688125204267e+01,-9.000000000000000000e+00
6.100000000000000000e+01,6.989069712141285606e+01,-9.000000000000000000e+00
6.200000000000000000e+01,6.702562352087089437e+01,-9.000000000000000000e+00
6.300000000000000000e+01,6.456524741050235150e+01,-9.000000000000000000e+00
6.400000000000000000e+01,6.065267002201542823e+01,-9.000000000000000000e+00
6.500000000000000000e+01,5.370511339950692786e+01,-9.000000000000000000e+00
6.600000000000000000e+01,5.302061131297870133e+01,-9.000000000000000000e+00
6.700000000000000000e+01,4.718324063777268407e+01,-9.000000000000000000e+00
6.800000000000000000e+01,4.615684666324096241e+01,-9.000000000000000000e+00
6.900000000000000000e+01,4.627575677160604783e+01,-9.000000000000000000e+00
7.000000000000000000e+01,4.302638418231685336e+01,-9.000000000000000000e+00
7.100000000000000000e+01,4.109830314922240291e+01,-9.000000000000000000e+00
7.200000000000000000e+01,3.232131517005441879e+01,-9.000000000000000000e+00
7.300000000000000000e+01,3.312836968246563885e+01,-9.000000000000000000e+00
7.400000000000000000e+01,3.265159237812636661e+01,-9.000000000000000000e+00
7.500000000000000000e+01,2.655762204735504994e+01,-9.000000000000000000e+00
7.600000000000000000e+01,2.976042204419234238e+01,-9.000000000000000000e+00
7.700000000000000000e+01,3.388616149883150541e+01,-9.000000000000000000e+00
7.800000000000000000e+01,2.638692822112767544e+01,-9.000000000000000000e+00
7.900000000000000000e+01,2.085513462287090647e+01,-9.000000000000000000e+00
8.000000000000000000e+01,2.362940476864317318e+01,-9.000000000000000000e+00
8.100000000000000000e+01,1.902403149625625645e+01,-9.000000000000000000e+00
8.200000000000000000e+01,2.153379991083581046e+01,-9.000000000000000000e+00
8.300000000000000000e+01,2.584760018409025051e+01,-9.000000000000000000e+00
8.400000000000000000e+01,2.216168267049052432e+01,-9.000000000000000000e+00
8.500000000000000000e+01,1.897039224735875962e+01,-9.000000000000000000e+00
8.600000000000000000e+01,2.028704151988319282e+01,-9.000000000000000000e+00
8.700000000000000000e+01,1.535463380954029944e+01,-9.000000000000000000e+00
8.800000000000000000e+01,1.814484215500013065e+01,-9.000000000000000000e+00
8.900000000000000000e+01,1.810386545818820991e+01,-9.000000000000000000e+00
9.000000000000000000e+01,1.776670279421628607e+01,-9.000000000000000000e+00
9.100000000000000000e+01,2.255328615320073382e+01,-9.000000000000000000e+00
9.200000000000000000e+01,1.349086441098929967e+01,-9.000000000000000000e+00
9.300000000000000000e+01,1.474871041145867601e+01,-9.000000000000000000e+00
9.400000000000000000e+01,1.919514548942194310e+01,-9.000000000000000000e+00
9.500000000000000000e+01,1.433520274102047942e+01,-9.000000000000000000e+00
9.600000000000000000e+01,1.665328121915858262e+01,-9.000000000000000000e+00
9.700000000000000000e+01,1.230200682480900198e+01,-9.000000000000000000e+00
9.800000000000000000e+01,1.674851175372495149e+01,-9.000000000000000000e+00
9.900000000000000000e+01,1.502197327903448354e+01,-9.000000000000000000e+00
1.000000000000000000e+02,1.632919108010737830e+01,-9.000000000000000000e+00
0.000000000000000000e+00,9.896185598991278809e+00,-8.000000000000000000e+00
1.000000000000000000e+00,2.151523082109364182e+01,-8.000000000000000000e+00
2.000000000000000000e+00,1.889685807964639963e+01,-8.000000000000000000e+00
3.000000000000000000e+00,1.370729979310169000e+01,-8.000000000000000000e+00
4.000000000000000000e+00,1.889893149945763540e+01,-8.000000000000000000e+00
5.000000000000000000e+00,1.801238316015335172e+01,-8.000000000000000000e+00
6.000000000000000000e+00,1.729218944417489467e+01,-8.000000000000000000e+00
7.000000000000000000e+00,1.519241133228082674e+01,-8.000000000000000000e+00
8.000000000000000000e+00,2.163078191803864314e+01,-8.000000000000000000e+00
9.000000000000000000e+00,2.332669774531701989e+01,-8.000000000000000000e+00
1.000000000000000000e+01,2.343352740671084433e+01,-8.000000000000000000e+00
1.100000000000000000e+01,1.931318879014861167e+01,-8.000000000000000000e+00
1.200000000000000000e+01,2.828800658616676600e+01,-8.000000000000000000e+00
1.300000000000000000e+01,2.875814083727181369e+01,-8.000000000000000000e+00
1.400000000000000000e+01,2.800421064669399129e+01,-8.000000000000000000e+00
1.500000000000000000e+01,3.356449400577485420e+01,-8.000000000000000000e+00
1.600000000000000000e+01,3.137446155258107083e+01,-8.000000000000000000e+00
1.700000000000000000e+01,4.263757800031310552e+01,-8.000000000000000000e+00
1.800000000000000000e+01,3.584980802144310275e+01,-8.000000000000000000e+00
1.900000000000000000e+01,4.714623823924968349e+01,-8.000000000000000000e+00
2.000000000000000000e+01,4.991912748941870603e+01,-8.000000000000000000e+00
2.100000000000000000e+01,4.698146333933335228e+01,-8.000000000000000000e+00
2.200000000000000000e+01,4.907123642519079709e+01,-8.000000000000000000e+00
2.300000000000000000e+01,5.205544594456947749e+01,-8.000000000000000000e+00
2.400000000000000000e+01,5.935813913873798953e+01,-8.000000000000000000e+00
2.500000000000000000e+01,6.317830454860673228e+01,-8.000000000000000000e+00
2.600000000000000000e+01,6.729144330992262724e+01,-8.000000000000000000e+00
2.700000000000000000e+01,7.690217627827328783e+01,-8.000000000000000000e+00
2.800000000000000000e+01,7.222147639546756182e+01,-8.000000000000000000e+00
2.900000000000000000e+01,8.218362206230817435e+01,-8.000000000000000000e+00
3.000000000000000000e+01,8.489170866032435470e+01,-8.000000000000000000e+00
3.100000000000000000e+01,8.699595291419274190e+01,-8.000000000000000000e+00
3.200000000000000000e+01,9.049072423417665334e+01,-8.000000000000000000e+00
3.300000000000000000e+01,9.921029910439914090e+01,-8.000000000000000000e+00
3.400000000000000000e+01,1.042576000446287452e+02,-8.000000000000000000e+00
3.500000000000000000e+01,9.949361337780980818e+01,-8.000000000000000000e+00
3.600000000000000000e+01,1.041041089117493783e+02,-8.000000000000000000e+00
3.700000000000000000e+01,1.072934265523785058e+02,-8.000000000000000000e+00
3.800000000000000000e+01,1.066036888930591289e+02,-8.000000000000000000e+00
3.900000000000000000e+01,1.170481825934614903e+02,-8.000000000000000000e+00
4.000000000000000000e+01,1.141342875439617757e+02,-8.000000000000000000e+00
4.100000000000000000e+01,1.160173783774482246e+02,-8.000000000000000000e+00
4.200000000000000000e+01,1.128663378070318259e+02,-8.000000000000000000e+00
4.300000000000000000e+01,1.195338988203297390e+02,-8.000000000000000000e+00
4.400000000000000000e+01,1.124805126107734026e+02,-8.000000000000000000e+00
4.500000000000000000e+01,1.126903559663537635e+02,-8.000000000000000000e+00
4.600000000000000000e+01,1.089949083362578790e+02,-8.000000000000000000e+00
4.700000000000000000e+01,1.071855155251502794e+02,-8.000000000000000000e+00
4.800000000000000000e+01,1.090919474111290839e+02,-8.000000000000000000e+00
4.900000000000000000e+01,1.037839082829802209e+02,-8.000000000000000000e+00
5.000000000000000000e+01,1.038658136700316845e+02,-8.000000000000000000e+00
5.100000000000000000e+01,1.008200955759886881e+02,-8.000000000000000000e+00
5.200000000000000000e+01,9.793557593505762782e+01,-8.000000000000000000e+00
5.300000000000000000e+01,9.059054913751189986e+01,-8.000000000000000000e+00
5.400000000000000000e+01,9.669611987010659959e+01,-8.000000000000000000e+00
5.500000000000000000e+01,8.173148904625516309e+01,-8.000000000000000000e+00
5.600000000000000000e+01,8.896758500462108543e+01,-8.000000000000000000e+00
5.700000000000000000e+01,7.768073432717378068e+01,-8.000000000000000000e+00
5.800000000000000000e+01,7.180530376974473938e+01,-8.000000000000000000e+00
5.900000000000000000e+01,6.983246064876553305e+01,-8.000000000000000000e+00
6.000000000000000000e+01,6.531273677577817693e+01,-8.000000000000000000e+00
6.100000000000000000e+01,6.108693211915590382e+01,-8.000000000000000000e+00
6.200000000000000000e+01,6.053644927712592505e+01,-8.000000000000000000e+00
6.300000000000000000e+01,5.973405252820022326e+01,-8.000000000000000000e+00
6.400000000000000000e+01,5.720942586345338299e+01,-8.000000000000000000e+00
6.500000000000000000e+01,4.814276649419342391e+01,-8.000000000000000000e+00
6.600000000000000000e+01,4.241965318243965299e+01,-8.000000000000000000e+00
6.700000000000000000e+01,4.683805955148523736e+01,-8.000000000000000000e+00
6.800000000000000000e+01,3.792434901944775305e+01,-8.000000000000000000e+00
6.900000000000000000e+01,3.113446789787999691e+01,-8.000000000000000000e+00
7.000000000000000000e+01,3.243838577514331689e+01,-8.000000000000000000e+00
7.100000000000000000e+01,3.103988488617055452e+01,-8.000000000000000000e+00
7.200000000000000000e+01,3.455199478840189187e+01,-8.000000000000000000e+00
7.300000000000000000e+01,2.579896624436095820e+01,-8.000000000000000000e+00
7.400000000000000000e+01,2.577504989722674011e+01,-8.000000000000000000e+00
7.500000000000000000e+01,2.474985917392130830e+01,-8.000000000000000000e+00
7.600000000000000000e+01,2.565425718663789922e+01,-8.000000000000000000e+00
7.700000000000000000e+01,2.107538130497230711e+01,-8.000000000000000000e+00
7.800000000000000000e+01,2.599482413667742264e+01,-8.000000000000000000e+00
7.900000000000000000e+01,2.037499417102395327e+01,-8.000000000000000000e+00
8.000000000000000000e+01,2.561813954044040642e+01,-8.000000000000000000e+00
8.100000000000000000e+01,2.235169472899102416e+01,-8.000000000000000000e+00
8.200000000000000000e+01,1.974866766005016672e+01,-8.000000000000000000e+00
8.300000000000000000e+01,1.933862686196910374e+01,-8.000000000000000000e+00
8.400000000000000000e+01,1.928864166600090257e+01,-8.000000000000000000e+00
8.500000000000000000e+01,1.398764659694849044e+01,-8.000000000000000000e+00
8.600000000000000000e+01,1.618299852615703571e+01,-8.000000000000000000e+00
8.700000000000000000e+01,1.586719649849159275e+01,-8.000000000000000000e+00
8.800000000000000000e+01,1.307168062642126216e+01,-8.000000000000000000e+00
8.900000000000000000e+01,2.067955153170779425e+01,-8.000000000000000000e+00
9.000000000000000000e+01,1.358899987978833401e+01,-8.000000000000000000e+00
9.100000000000000000e+01,1.139619565678826518e+01,-8.000000000000000000e+00
9.200000000000000000e+01,1.623011628534468542e+01,-8.000000000000000000e+00
9.300000000000000000e+01,1.733480706427335249e+01,-8.000000000000000000e+00
9.400000000000000000e+01,1.421460795379381992e+01,-8.000000000000000000e+00
9.500000000000000000e+01,1.792135800072873764e+01,-8.000000000000000000e+00
9.600000000000000000e+01,1.561450281859013423e+01,-8.000000000000000000e+00
9.700000000000000000e+01,1.449490695655120831e+01,-8.000000000000000000e+00
9.800000000000000000e+01,1.749724136109892569e+01,-8.000000000000000000e+00
9.900000000000000000e+01,1.643808409857219033e+01,-8.000000000000000000e+00
1.000000000000000000e+02,1.033245710923047156e+01,-8.000000000000000000e+00
0.000000000000000000e+00,8.357137731728171204e+00,-7.000000000000000000e+00
1.000000000000000000e+00,1.728099364643601632e+01,-7.000000000000000000e+00
2.000000000000000000e+00,1.923403693825590466e+01,-7.000000000000000000e+00
3.000000000000000000e+00,1.709749157832048994e+01,-7.000000000000000000e+00
4.000000000000000000e+00,2.027487153942500342e+01,-7.000000000000000000e+00
5.000000000000000000e+00,1.778804456403547363e+01,-7.000000000000000000e+00
6.000000000000000000e+00,2.172163630031714376e+01,-7.000000000000000000e+00
7.000000000000000000e+00,1.692914918129861590e+01,-7.000000000000000000e+00
8.000000000000000000e+00,1.790454052022517217e+01,-7.000000000000000000e+00
9.000000000000000000e+00,2.476354425096835854e+01,-7.000000000000000000e+00
1.000000000000000000e+01,2.048385861634970340e+01,-7.000000000000000000e+00
1.100000000000000000e+01,2.223078391912023477e+01,-7.000000000000000000e+00
1.200000000000000000e+01,2.508168631026496698e+01,-7.000000000000000000e+00
1.300000000000000000e+01,2.051735226673441659e+01,-7.000000000000000000e+00
1.400000000000000000e+01,2.441458160111362474e+01,-7.000000000000000000e+00
1.500000000000000000e+01,3.156039462902976211e+01,-7.000000000000000000e+00
1.600000000000000000e+01,2.543706793006468558e+01,-7.000000000000000000e+00
1.700000000000000000e+01,3.136708599480790838e+01,-7.000000000000000000e+00
1.800000000000000000e+01,3.069947057857550732e+01,-7.000000000000000000e+00
1.900000000000000000e+01,4.096007692097317232e+01,-7.000000000000000000e+00
2.000000000000000000e+01,4.036623696724538490e+01,-7.000000000000000000e+00
2.100000000000000000e+01,4.088271571006427507e+01,-7.000000000000000000e+00
2.200000000000000000e+01,4.813059187949205864e+01,-7.000000000000000000e+00
2.300000000000000000e+01,5.269141066645461535e+01,-7.000000000000000000e+00
2.400000000000000000e+01,5.547888278603976886e+01,-7.000000000000000000e+00
2.500000000000000000e+01,5.697490063157739115e+01,-7.000000000000000000e+00
2.600000000000000000e+01,6.166048814875302497e+01,-7.000000000000000000e+00
2.700000000000000000e+01,7.109131876983413179e+01,-7.000000000000000000e+00
2.800000000000000000e+01,7.631596688619129054e+01,-7.000000000000000000e+00
2.900000000000000000e+01,7.058773928166164069e+01,-7.000000000000000000e+00
3.000000000000000000e+01,7.925126720434437289e+01,-7.000000000000000000e+00
3.100000000000000000e+01,8.824230757124841773e+01,-7.000000000000000000e+00
3.200000000000000000e+01,9.097336949305744724e+01,-7.000000000000000000e+00
3.300000000000000000e+01,9.471351783371750344e+01,-7.000000000000000000e+00
3.400000000000000000e+01,9.549287025607260659e+01,-7.000000000000000000e+00
3.500000000000000000e+01,9.832549366107299704e+01,-7.000000000000000000e+00
3.600000000000000000e+01,1.049374960111724988e+02,-7.000000000000000000e+00
3.700000000000000000e+01,1.070002468041688957e+02,-7.000000000000000000e+00
3.800000000000000000e+01,1.098396618506011606e+02,-7.000000000000000000e+00
3.900000000000000000e+01,1.024766772738466329e+02,-7.000000000000000000e+00
4.000000000000000000e+01,1.131561197812705046e+02,-7.000000000000000000e+00
4.100000000000000000e+01,1.106661206304889191e+02,-7.000000000000000000e+00
4.200000000000000000e+01,1.114418496865290962e+02,-7.000000000000000000e+00
4.300000000000000000e+01,1.142977440711442227e+02,-7.000000000000000000e+00
4.400000000000000000e+01,1.130529547343017214e+02,-7.000000000000000000e+00
4.500000000000000000e+01,1.131337543266413093e+02,-7.000000000000000000e+00
4.600000000000000000e+01,1.135315285615906475e+02,-7.000000000000000000e+00
4.700000000000000000e+01,1.091933891152835514e+02,-7.000000000000000000e+00
4.800000000000000000e+01,1.111942537187789810e+02,-7.000000000000000000e+00
4.900000000000000000e+01,1.035829196353584933e+02,-7.000000000000000000e+00
5.000000000000000000e+01,1.070344974786085999e+02,-7.000000000000000000e+00
5.100000000000000000e+01,9.940386932107860218e+01,-7.000000000000000000e+00
5.200000000000000000e+01,9.533451243606748449e+01,-7.000000000000000000e+00
5.300000000000000000e+01,9.304737214225544051e+01,-7.000000000000000000e+00
5.400000000000000000e+01,9.072424154221434378e+01,-7.000000000000000000e+00
5.500000000000000000e+01,8.126832572645660946e+01,-7.000000000000000000e+00
5.600000000000000000e+01,8.159385838838498728e+01,-7.000000000000000000e+00
5.700000000000000000e+01,6.929382654557964827e+01,-7.000000000000000000e+00
5.800000000000000000e+01,7.233047843095145879e+01,-7.000000000000000000e+00
5.900000000000000000e+01,6.432250956878765180e+01,-7.000000000000000000e+00
6.000000000000000000e+01,5.424613247659896587e+01,-7.000000000000000000e+00
6.100000000000000000e+01,5.201695134209362692e+01,-7.000000000000000000e+00
6.200000000000000000e+01,4.387731384531147683e+01,-7.000000000000000000e+00
6.300000000000000000e+01,4.977115186826440407e+01,-7.000000000000000000e+00
6.400000000000000000e+01,4.178080448399354196e+01,-7.000000000000000000e+00
6.500000000000000000e+01,4.287842315885997380e+01,-7.000000000000000000e+00
6.600000000000000000e+01,4.397899795114308574e+01,-7.000000000000000000e+00
6.700000000000000000e+01,3.432456967154653427e+01,-7.000000000000000000e+00
6.800000000000000000e+01,3.288415837172085077e+01,-7.000000000000000000e+00
6.900000000000000000e+01,3.270524712163851433e+01,-7.000000000000000000e+00
7.000000000000000000e+01,2.950922865950531460e+01,-7.000000000000000000e+00
7.100000000000000000e+01,3.061669066279778662e+01,-7.000000000000000000e+00
7.200000000000000000e+01,2.565479831860996640e+01,-7.000000000000000000e+00
